twospace, (1000, 10), 2048, None
twospace, (1000, 10), 4096, 0.731999874115
twospace, (1000, 10), 8192, 0.331000089645
twospace, (1000, 10), 16384, 0.300999879837
twospace, (1000, 10), 32768, 0.259999990463
twospace, (1000, 10), 65536, 0.269999980927
twospace, (1000, 10), 131072, 0.27999997139
concurrent, (1000, 10), 2048, None
concurrent, (1000, 10), 4096, 0.901000022888
concurrent, (1000, 10), 8192, None
concurrent, (1000, 10), 16384, 0.480999946594
concurrent, (1000, 10), 32768, 0.460000038147
concurrent, (1000, 10), 65536, 0.429999828339
concurrent, (1000, 10), 131072, 0.401000022888
twospace, (1000, 100), 2048, None
twospace, (1000, 100), 4096, None
twospace, (1000, 100), 8192, 6.4390001297
twospace, (1000, 100), 16384, 2.21300005913
twospace, (1000, 100), 32768, 1.79299998283
twospace, (1000, 100), 65536, 1.6930000782
twospace, (1000, 100), 131072, 1.66299986839
concurrent, (1000, 100), 2048, None
concurrent, (1000, 100), 4096, None
concurrent, (1000, 100), 8192, 15.2120001316
concurrent, (1000, 100), 16384, 10.2250001431
concurrent, (1000, 100), 32768, 7.98099994659
concurrent, (1000, 100), 65536, 7.02999997139
concurrent, (1000, 100), 131072, 6.74000000954
twospace, (1000, 1000), 2048, None
twospace, (1000, 1000), 4096, None
twospace, (1000, 1000), 8192, None
twospace, (1000, 1000), 16384, None
twospace, (1000, 1000), 32768, None
twospace, (1000, 1000), 65536, 24.1639997959
twospace, (1000, 1000), 131072, 26.6480000019
concurrent, (1000, 1000), 2048, None
concurrent, (1000, 1000), 4096, None
concurrent, (1000, 1000), 8192, None
concurrent, (1000, 1000), 16384, None
concurrent, (1000, 1000), 32768, 1988.47899985
concurrent, (1000, 1000), 65536, 692.976999998
concurrent, (1000, 1000), 131072, 486.16899991
twospace, (100000, 10), 2048, None
twospace, (1000, 10), 2048, None
twospace, (1000, 10), 4096, 0.731000185013
twospace, (1000, 10), 8192, 0.430999994278
twospace, (1000, 10), 16384, 0.5
twospace, (1000, 10), 32768, 0.289999961853
twospace, (1000, 10), 65536, 0.289999961853
twospace, (1000, 10), 131072, 0.300999879837
twospace, (1000, 10), 262144, 0.30999994278
twospace, (1000, 10), 524288, 0.299999952316
twospace, (1000, 10), 1048576, 0.289999961853
twospace, (1000, 10), 2097152, 0.30999994278
twospace, (1000, 10), 4194304, 0.299999952316
twospace, (1000, 10), 8388608, 0.299999952316
twospace, (1000, 10), 16777216, 0.299999952316
twospace, (1000, 10), 33554432, 0.299999952316
concurrent, (1000, 10), 2048, 0.299999952316
concurrent, (1000, 10), 4096, 0.321000099182
concurrent, (1000, 10), 8192, 0.311000108719
concurrent, (1000, 10), 16384, 0.311000108719
concurrent, (1000, 10), 32768, 0.3109998703
concurrent, (1000, 10), 65536, 0.30999994278
concurrent, (1000, 10), 131072, 0.289999961853
concurrent, (1000, 10), 262144, 0.300000190735
concurrent, (1000, 10), 524288, 0.289999961853
