concurrent, (1000, 10), 2048, None
concurrent, (1000, 10), 4096, None
concurrent, (1000, 10), 8192, 0.299377918243
concurrent, (1000, 10), 16384, 0.239727020264
concurrent, (1000, 10), 32768, 0.228835105896
concurrent, (1000, 10), 65536, 0.25047492981
concurrent, (1000, 10), 131072, 0.229588985443
concurrent, (1000, 10), 262144, 0.239097118378
concurrent, (1000, 10), 524288, 0.228792190552
concurrent, (1000, 10), 1048576, 0.235700130463
concurrent, (1000, 10), 2097152, 0.217347145081
concurrent, (1000, 10), 4194304, 0.225475072861
concurrent, (1000, 10), 8388608, 0.215725183487
concurrent, (1000, 10), 16777216, 0.221807003021
concurrent, (1000, 10), 33554432, 0.255990982056
twospace, (1000, 10), 2048, None
twospace, (1000, 10), 4096, 0.473633050919
twospace, (1000, 10), 8192, 0.164993047714
twospace, (1000, 10), 16384, 0.138597011566
twospace, (1000, 10), 32768, 0.130121231079
twospace, (1000, 10), 65536, 0.123703956604
twospace, (1000, 10), 131072, 0.12838101387
twospace, (1000, 10), 262144, 0.119223117828
twospace, (1000, 10), 524288, 0.122091054916
twospace, (1000, 10), 1048576, 0.123648881912
twospace, (1000, 10), 2097152, 0.122057914734
twospace, (1000, 10), 4194304, 0.124589920044
twospace, (1000, 10), 8388608, 0.130885124207
twospace, (1000, 10), 16777216, 0.134423017502
twospace, (1000, 10), 33554432, 0.13772892952
concurrent, (1000, 100), 2048, None
concurrent, (1000, 100), 4096, None
concurrent, (1000, 100), 8192, None
concurrent, (1000, 100), 16384, None
concurrent, (1000, 100), 32768, None
concurrent, (1000, 100), 65536, None
concurrent, (1000, 100), 131072, 3.17246389389
concurrent, (1000, 100), 262144, 3.9749519825
concurrent, (1000, 100), 524288, 3.52618122101
concurrent, (1000, 100), 1048576, 3.48893880844
concurrent, (1000, 100), 2097152, 3.43544602394
concurrent, (1000, 100), 4194304, 3.67741584778
concurrent, (1000, 100), 8388608, 3.08764982224
concurrent, (1000, 100), 16777216, 2.79340100288
concurrent, (1000, 100), 33554432, 1.65358901024
twospace, (1000, 100), 2048, None
twospace, (1000, 100), 4096, None
twospace, (1000, 100), 8192, 3.70729899406
twospace, (1000, 100), 16384, 1.32888698578
twospace, (1000, 100), 32768, 0.979773044586
twospace, (1000, 100), 65536, 0.904673814774
twospace, (1000, 100), 131072, 0.885083913803
twospace, (1000, 100), 262144, 0.85814499855
twospace, (1000, 100), 524288, 0.853817939758
twospace, (1000, 100), 1048576, 0.856775045395
twospace, (1000, 100), 2097152, 0.981380224228
twospace, (1000, 100), 4194304, 0.871001958847
twospace, (1000, 100), 8388608, 0.871579885483
twospace, (1000, 100), 16777216, 0.887844085693
twospace, (1000, 100), 33554432, 0.92530298233
concurrent, (1000, 10), 2048, None
concurrent, (1000, 10), 4096, 0.594181776047
concurrent, (1000, 10), 8192, 0.288702011108
concurrent, (1000, 10), 16384, 0.259042978287
concurrent, (1000, 10), 32768, 0.237557888031
concurrent, (1000, 10), 65536, 0.240645170212
concurrent, (1000, 10), 131072, 0.239099979401
concurrent, (1000, 10), 262144, 0.24156498909
concurrent, (1000, 10), 524288, 0.238396167755
concurrent, (1000, 10), 1048576, 0.233584165573
concurrent, (1000, 10), 2097152, 0.234230995178
concurrent, (1000, 10), 4194304, 0.209842205048
concurrent, (1000, 10), 8388608, 0.223035097122
concurrent, (1000, 10), 16777216, 0.230705976486
concurrent, (1000, 10), 33554432, 0.276408910751
twospace, (1000, 10), 2048, None
twospace, (1000, 10), 4096, 0.460881948471
twospace, (1000, 10), 8192, 0.166558027267
twospace, (1000, 10), 16384, 0.134356021881
twospace, (1000, 10), 32768, 0.128691911697
twospace, (1000, 10), 65536, 0.122179985046
twospace, (1000, 10), 131072, 0.11872792244
twospace, (1000, 10), 262144, 0.124029874802
twospace, (1000, 10), 524288, 0.117199897766
twospace, (1000, 10), 1048576, 0.121626138687
twospace, (1000, 10), 2097152, 0.123281955719
twospace, (1000, 10), 4194304, 0.131500005722
twospace, (1000, 10), 8388608, 0.134353160858
twospace, (1000, 10), 16777216, 0.135951042175
twospace, (1000, 10), 33554432, 0.138887882233
concurrent, (1000, 100), 2048, None
concurrent, (1000, 100), 4096, None
concurrent, (1000, 100), 8192, 10.4474580288
concurrent, (1000, 100), 16384, 4.99720883369
concurrent, (1000, 100), 32768, 4.35588002205
