twospace, (1000, 10), 2048, None
twospace, (1000, 10), 4096, 0.447645902634
twospace, (1000, 10), 8192, 0.167829990387
twospace, (1000, 10), 16384, 0.138649940491
twospace, (1000, 10), 32768, 0.130249023438
twospace, (1000, 10), 65536, 0.120150089264
twospace, (1000, 10), 131072, 0.124703884125
twospace, (1000, 10), 262144, 0.124846935272
twospace, (1000, 10), 524288, 0.11616897583
concurrent, (1000, 10), 2048, 0.099730014801
concurrent, (1000, 10), 4096, 0.0995180606842
concurrent, (1000, 10), 8192, 0.0990040302277
concurrent, (1000, 10), 16384, 0.0996241569519
concurrent, (1000, 10), 32768, 0.0995090007782
concurrent, (1000, 10), 65536, 0.112737894058
concurrent, (1000, 10), 131072, 0.0998780727386
concurrent, (1000, 10), 262144, 0.0989680290222
concurrent, (1000, 10), 524288, 0.09903216362
twospace, (1000, 100), 2048, None
twospace, (1000, 100), 4096, None
twospace, (1000, 100), 8192, 3.58632397652
twospace, (1000, 100), 16384, 1.15571904182
twospace, (1000, 100), 32768, 0.958619117737
twospace, (1000, 100), 65536, 0.893937110901
twospace, (1000, 100), 131072, 0.858438014984
twospace, (1000, 100), 262144, 0.859595060349
twospace, (1000, 100), 524288, 0.845298051834
concurrent, (1000, 100), 2048, 0.828804016113
concurrent, (1000, 100), 4096, 0.832572937012
concurrent, (1000, 100), 8192, 0.830840110779
concurrent, (1000, 100), 16384, 0.82711482048
concurrent, (1000, 100), 32768, 0.833518981934
concurrent, (1000, 100), 65536, 0.825979232788
concurrent, (1000, 100), 131072, 0.829418897629
concurrent, (1000, 100), 262144, 0.826267004013
concurrent, (1000, 100), 524288, 0.829563856125
twospace, (10000, 10), 2048, None
twospace, (10000, 10), 4096, 3.96451807022
twospace, (10000, 10), 8192, 1.31799483299
twospace, (10000, 10), 16384, 1.06283593178
twospace, (10000, 10), 32768, 0.951215982437
twospace, (10000, 10), 65536, 0.919715166092
twospace, (10000, 10), 131072, 0.91007900238
twospace, (10000, 10), 262144, 0.901399850845
twospace, (10000, 10), 524288, 0.880698204041
concurrent, (10000, 10), 2048, 0.88076710701
concurrent, (10000, 10), 4096, 0.87482380867
concurrent, (10000, 10), 8192, 0.888705968857
concurrent, (10000, 10), 16384, 0.869131088257
